[     493ms] [INFO] %cDownload the React DevTools for a better development experience: https://reactjs.org/link/react-devtools font-weight:bold @ http://localhost:5173/node_modules/.vite/deps/react-dom-DZQ9hRBr.js?v=0234295a:17230
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.91276px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.89873px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.87839px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.85273px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.82267px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.78904px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.7526px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.71406px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247876ms] [WARNING] Invalid keyframe value for property filter: blur(-0.67402px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247877ms] [WARNING] Invalid keyframe value for property filter: blur(-0.63304px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247877ms] [WARNING] Invalid keyframe value for property filter: blur(-0.59161px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247877ms] [WARNING] Invalid keyframe value for property filter: blur(-0.55017px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247877ms] [WARNING] Invalid keyframe value for property filter: blur(-0.50909px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247877ms] [WARNING] Invalid keyframe value for property filter: blur(-0.4687px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247878ms] [WARNING] Invalid keyframe value for property filter: blur(-0.42927px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247878ms] [WARNING] Invalid keyframe value for property filter: blur(-0.39103px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247878ms] [WARNING] Invalid keyframe value for property filter: blur(-0.35418px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247878ms] [WARNING] Invalid keyframe value for property filter: blur(-0.31887px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247878ms] [WARNING] Invalid keyframe value for property filter: blur(-0.28522px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247879ms] [WARNING] Invalid keyframe value for property filter: blur(-0.25333px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247879ms] [WARNING] Invalid keyframe value for property filter: blur(-0.22325px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247879ms] [WARNING] Invalid keyframe value for property filter: blur(-0.19502px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247879ms] [WARNING] Invalid keyframe value for property filter: blur(-0.16867px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247880ms] [WARNING] Invalid keyframe value for property filter: blur(-0.14418px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247880ms] [WARNING] Invalid keyframe value for property filter: blur(-0.12154px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247880ms] [WARNING] Invalid keyframe value for property filter: blur(-0.10071px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247880ms] [WARNING] Invalid keyframe value for property filter: blur(-0.08166px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247880ms] [WARNING] Invalid keyframe value for property filter: blur(-0.06432px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247880ms] [WARNING] Invalid keyframe value for property filter: blur(-0.04862px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247880ms] [WARNING] Invalid keyframe value for property filter: blur(-0.03451px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247880ms] [WARNING] Invalid keyframe value for property filter: blur(-0.02191px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247881ms] [WARNING] Invalid keyframe value for property filter: blur(-0.01072px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  247881ms] [WARNING] Invalid keyframe value for property filter: blur(-0.00088px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  252006ms] [LOG] Initiating Firebase Google Auth... @ http://localhost:5173/src/pages/Register.tsx:59
[  254998ms] [LOG] Initiating Firebase Google Auth... @ http://localhost:5173/src/pages/Register.tsx:59
[  324018ms] [WARNING] You are trying to animate backgroundColor from "rgba(0, 0, 0, 0)" to "transparent". rgba(0, 0, 0, 0) is not an animatable value - to enable this animation set rgba(0, 0, 0, 0) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  324019ms] [WARNING] You are trying to animate backgroundColor from "rgba(0, 0, 0, 0)" to "transparent". rgba(0, 0, 0, 0) is not an animatable value - to enable this animation set rgba(0, 0, 0, 0) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  324019ms] [WARNING] You are trying to animate backgroundColor from "rgba(0, 0, 0, 0)" to "transparent". rgba(0, 0, 0, 0) is not an animatable value - to enable this animation set rgba(0, 0, 0, 0) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  324019ms] [WARNING] You are trying to animate backgroundColor from "rgba(0, 0, 0, 0)" to "transparent". rgba(0, 0, 0, 0) is not an animatable value - to enable this animation set rgba(0, 0, 0, 0) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  324020ms] [WARNING] Invalid keyframe value for property filter: blur(-0.11564px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324021ms] [WARNING] Invalid keyframe value for property filter: blur(-0.28399px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324021ms] [WARNING] Invalid keyframe value for property filter: blur(-0.42811px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324021ms] [WARNING] Invalid keyframe value for property filter: blur(-0.54982px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324021ms] [WARNING] Invalid keyframe value for property filter: blur(-0.65089px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324021ms] [WARNING] Invalid keyframe value for property filter: blur(-0.73308px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324021ms] [WARNING] Invalid keyframe value for property filter: blur(-0.79806px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324021ms] [WARNING] Invalid keyframe value for property filter: blur(-0.84747px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324022ms] [WARNING] Invalid keyframe value for property filter: blur(-0.88286px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324022ms] [WARNING] Invalid keyframe value for property filter: blur(-0.90572px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324022ms] [WARNING] Invalid keyframe value for property filter: blur(-0.91745px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324022ms] [WARNING] Invalid keyframe value for property filter: blur(-0.91938px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324022ms] [WARNING] Invalid keyframe value for property filter: blur(-0.91276px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324023ms] [WARNING] Invalid keyframe value for property filter: blur(-0.89873px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324023ms] [WARNING] Invalid keyframe value for property filter: blur(-0.87839px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324023ms] [WARNING] Invalid keyframe value for property filter: blur(-0.85273px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324023ms] [WARNING] Invalid keyframe value for property filter: blur(-0.82267px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324024ms] [WARNING] Invalid keyframe value for property filter: blur(-0.78904px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324024ms] [WARNING] Invalid keyframe value for property filter: blur(-0.7526px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324024ms] [WARNING] Invalid keyframe value for property filter: blur(-0.71406px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324024ms] [WARNING] Invalid keyframe value for property filter: blur(-0.67402px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324024ms] [WARNING] Invalid keyframe value for property filter: blur(-0.63304px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324025ms] [WARNING] Invalid keyframe value for property filter: blur(-0.59161px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324025ms] [WARNING] Invalid keyframe value for property filter: blur(-0.55017px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324025ms] [WARNING] Invalid keyframe value for property filter: blur(-0.50909px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324025ms] [WARNING] Invalid keyframe value for property filter: blur(-0.4687px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324025ms] [WARNING] Invalid keyframe value for property filter: blur(-0.42927px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324025ms] [WARNING] Invalid keyframe value for property filter: blur(-0.39103px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324026ms] [WARNING] Invalid keyframe value for property filter: blur(-0.35418px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324026ms] [WARNING] Invalid keyframe value for property filter: blur(-0.31887px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324026ms] [WARNING] Invalid keyframe value for property filter: blur(-0.28522px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324026ms] [WARNING] Invalid keyframe value for property filter: blur(-0.25333px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324026ms] [WARNING] Invalid keyframe value for property filter: blur(-0.22325px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324026ms] [WARNING] Invalid keyframe value for property filter: blur(-0.19502px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324027ms] [WARNING] Invalid keyframe value for property filter: blur(-0.16867px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324027ms] [WARNING] Invalid keyframe value for property filter: blur(-0.14418px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324027ms] [WARNING] Invalid keyframe value for property filter: blur(-0.12154px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324027ms] [WARNING] Invalid keyframe value for property filter: blur(-0.10071px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324027ms] [WARNING] Invalid keyframe value for property filter: blur(-0.08166px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324027ms] [WARNING] Invalid keyframe value for property filter: blur(-0.06432px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324027ms] [WARNING] Invalid keyframe value for property filter: blur(-0.04862px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324028ms] [WARNING] Invalid keyframe value for property filter: blur(-0.03451px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324028ms] [WARNING] Invalid keyframe value for property filter: blur(-0.02191px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324028ms] [WARNING] Invalid keyframe value for property filter: blur(-0.01072px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  324028ms] [WARNING] Invalid keyframe value for property filter: blur(-0.00088px) @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:4656
[  329797ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  329798ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  332842ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  332843ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  332844ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  336906ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  336906ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  336907ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  343006ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  347065ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  352142ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  352144ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  355190ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  355191ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  355192ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  359289ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  359293ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  359411ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  365350ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  369409ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  374487ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  374489ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  377535ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  377536ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  377538ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  381600ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  381601ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  381602ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  388708ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  392771ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "rgba(99, 102, 241, 0.15)". transparent is not an animatable value - to enable this animation set transparent to a value animatable to rgba(99, 102, 241, 0.15) via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
[  397851ms] [WARNING] You are trying to animate backgroundColor from "rgba(99, 102, 241, 0.15)" to "transparent". rgba(99, 102, 241, 0.15) is not an animatable value - to enable this animation set rgba(99, 102, 241, 0.15) to a value animatable to transparent via the `style` property. @ http://localhost:5173/node_modules/.vite/deps/framer-motion.js?v=0234295a:418
